ensembl_gene_id	gene_biotype	hgnc_symbol	description	entrezgene_id
ENSAPLG00020015514	protein_coding	BEND4	BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]	NA
ENSAPLG00020015515	protein_coding			NA
ENSAPLG00020015516	protein_coding	MPZL1	myelin protein zero like 1 [Source:NCBI gene;Acc:101805120]	101805120
ENSAPLG00020015517	protein_coding	TBC1D2B	TBC1 domain family member 2B [Source:NCBI gene;Acc:101802887]	101802887
ENSAPLG00020015518	protein_coding	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:HGNC:8748]	NA
ENSAPLG00020015519	protein_coding	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]	NA
ENSAPLG00020015520	lncRNA			NA
ENSAPLG00020015521	protein_coding			NA
ENSAPLG00020015522	protein_coding	SLC30A9	solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]	NA
ENSAPLG00020015523	protein_coding	TAGLN	transgelin [Source:NCBI gene;Acc:113839853]	113839853
ENSAPLG00020015524	protein_coding	RCSD1	RCSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28310]	NA
ENSAPLG00020015525	protein_coding			NA
ENSAPLG00020015526	protein_coding	DPYD	dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]	NA
ENSAPLG00020015527	protein_coding	CIB2	calcium and integrin binding family member 2 [Source:NCBI gene;Acc:101801602]	101801602
ENSAPLG00020015528	protein_coding			NA
ENSAPLG00020015529	lncRNA			NA
ENSAPLG00020015530	protein_coding	CREG1	cellular repressor of E1A stimulated genes 1 [Source:NCBI gene;Acc:101799921]	101799921
ENSAPLG00020015531	lncRNA			NA
ENSAPLG00020015532	miRNA		microRNA 137 [Source:HGNC Symbol;Acc:HGNC:31523]	NA
ENSAPLG00020015533	protein_coding	IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha [Source:NCBI gene;Acc:101795551]	101795551
ENSAPLG00020015534	lncRNA			NA
ENSAPLG00020015535	rRNA			NA
ENSAPLG00020015536	protein_coding	CD247	CD247 molecule [Source:HGNC Symbol;Acc:HGNC:1677]	NA
ENSAPLG00020015537	lncRNA			NA
ENSAPLG00020015538	protein_coding	SNX7	sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971]	NA
ENSAPLG00020015539	protein_coding			NA
ENSAPLG00020015540	protein_coding			NA
ENSAPLG00020015541	pseudogene			NA
ENSAPLG00020015542	pseudogene			NA
ENSAPLG00020015543	protein_coding	IPO9	importin 9 [Source:HGNC Symbol;Acc:HGNC:19425]	NA
ENSAPLG00020015544	protein_coding	PLPPR5	phospholipid phosphatase related 5 [Source:NCBI gene;Acc:101794008]	101794008
ENSAPLG00020015545	protein_coding	POU2F1	POU class 2 homeobox 1 [Source:NCBI gene;Acc:101791723]	101791723
ENSAPLG00020015546	lncRNA			NA
ENSAPLG00020015547	rRNA			NA
ENSAPLG00020015548	rRNA		5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	NA
ENSAPLG00020015549	rRNA			NA
ENSAPLG00020015550	rRNA			NA
ENSAPLG00020015551	rRNA		5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	NA
ENSAPLG00020015552	protein_coding		olfactory receptor 14J1-like [Source:NCBI gene;Acc:113841277]	113840622
ENSAPLG00020015552	protein_coding		olfactory receptor 14J1-like [Source:NCBI gene;Acc:113841277]	113841125
ENSAPLG00020015552	protein_coding		olfactory receptor 14J1-like [Source:NCBI gene;Acc:113841277]	113841277
ENSAPLG00020015552	protein_coding		olfactory receptor 14J1-like [Source:NCBI gene;Acc:113841277]	113841304
ENSAPLG00020015552	protein_coding		olfactory receptor 14J1-like [Source:NCBI gene;Acc:113841277]	113841835
ENSAPLG00020015552	protein_coding		olfactory receptor 14J1-like [Source:NCBI gene;Acc:113841277]	113841843
ENSAPLG00020015553	protein_coding	PLPPR4	phospholipid phosphatase related 4 [Source:HGNC Symbol;Acc:HGNC:23496]	NA
ENSAPLG00020015554	protein_coding	TMEM33	transmembrane protein 33 [Source:NCBI gene;Acc:101801839]	101801839
ENSAPLG00020015555	protein_coding			NA
ENSAPLG00020015556	protein_coding	PALMD	palmdelphin [Source:HGNC Symbol;Acc:HGNC:15846]	NA
ENSAPLG00020015557	protein_coding			NA
ENSAPLG00020015558	protein_coding	KAT5	lysine acetyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:5275]	NA
ENSAPLG00020015559	protein_coding	ACSBG1	acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567]	NA
ENSAPLG00020015560	protein_coding	PHOX2B	paired like homeobox 2B [Source:NCBI gene;Acc:101801634]	101801634
ENSAPLG00020015561	protein_coding	FRRS1	ferric chelate reductase 1 [Source:HGNC Symbol;Acc:HGNC:27622]	NA
ENSAPLG00020015562	protein_coding	LIMCH1	LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191]	NA
ENSAPLG00020015563	pseudogene			NA
ENSAPLG00020015564	protein_coding			NA
ENSAPLG00020015565	protein_coding	UCHL1	ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]	NA
ENSAPLG00020015566	protein_coding	GPA33	glycoprotein A33 [Source:HGNC Symbol;Acc:HGNC:4445]	NA
ENSAPLG00020015567	protein_coding	RNPEP	arginyl aminopeptidase [Source:NCBI gene;Acc:101802986]	101802986
ENSAPLG00020015568	protein_coding	SLC30A3	solute carrier family 30 member 3 [Source:HGNC Symbol;Acc:HGNC:11014]	NA
ENSAPLG00020015569	protein_coding	MAEL	maelstrom spermatogenic transposon silencer [Source:HGNC Symbol;Acc:HGNC:25929]	NA
ENSAPLG00020015570	protein_coding	ILDR2	immunoglobulin like domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:18131]	NA
ENSAPLG00020015571	protein_coding	APBB2	amyloid beta precursor protein binding family B member 2 [Source:NCBI gene;Acc:101797892]	101797892
ENSAPLG00020015572	protein_coding			NA
ENSAPLG00020015573	protein_coding	GTF3C2	general transcription factor IIIC subunit 2 [Source:HGNC Symbol;Acc:HGNC:4665]	NA
ENSAPLG00020015574	protein_coding	NAV1	neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]	NA
ENSAPLG00020015575	protein_coding			NA
ENSAPLG00020015576	protein_coding		CD2 molecule [Source:NCBI gene;Acc:101794483]	101794483
ENSAPLG00020015577	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020015578	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020015579	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020015580	protein_coding	NSUN7	NOP2/Sun RNA methyltransferase family member 7 [Source:NCBI gene;Acc:101799294]	101799294
ENSAPLG00020015581	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020015582	protein_coding	PTGFRN	prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]	NA
ENSAPLG00020015583	protein_coding	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]	NA
ENSAPLG00020015584	protein_coding			NA
ENSAPLG00020015585	pseudogene			NA
ENSAPLG00020015586	protein_coding			NA
ENSAPLG00020015587	protein_coding	EIF2B4	eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260]	NA
ENSAPLG00020015588	protein_coding	SYT2	synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:11510]	NA
ENSAPLG00020015589	protein_coding	ADPRH	ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]	NA
ENSAPLG00020015590	protein_coding			NA
ENSAPLG00020015591	protein_coding	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1321]	NA
ENSAPLG00020015592	protein_coding	POGLUT1	protein O-glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22954]	NA
ENSAPLG00020015593	lncRNA			NA
ENSAPLG00020015594	protein_coding	BCL9	BCL9 transcription coactivator [Source:NCBI gene;Acc:101801067]	101801067
ENSAPLG00020015595	protein_coding			NA
ENSAPLG00020015596	protein_coding	ACP6	acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]	NA
ENSAPLG00020015597	protein_coding	RBM47	RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]	NA
ENSAPLG00020015598	protein_coding	GJA5	gap junction protein alpha 5 [Source:HGNC Symbol;Acc:HGNC:4279]	NA
ENSAPLG00020015599	protein_coding	SLU7	SLU7 homolog, splicing factor [Source:NCBI gene;Acc:101790501]	101790501
ENSAPLG00020015600	protein_coding			NA
ENSAPLG00020015601	protein_coding	GJA8	gap junction protein alpha 8 [Source:HGNC Symbol;Acc:HGNC:4281]	NA
ENSAPLG00020015602	protein_coding		protein phosphatase 1 regulatory subunit 12B [Source:NCBI gene;Acc:101797997]	101797997
ENSAPLG00020015603	protein_coding	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit [Source:NCBI gene;Acc:101794280]	101794280
ENSAPLG00020015604	protein_coding			NA
ENSAPLG00020015605	protein_coding	RHOH	ras homolog family member H [Source:NCBI gene;Acc:101793630]	101793630
ENSAPLG00020015606	protein_coding			NA
ENSAPLG00020015607	protein_coding	N4BP2	NEDD4 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29851]	NA
ENSAPLG00020015608	protein_coding	CSRP1	cysteine and glycine rich protein 1 [Source:NCBI gene;Acc:101798549]	101798549
ENSAPLG00020015609	protein_coding	PHLDA3	pleckstrin homology like domain family A member 3 [Source:HGNC Symbol;Acc:HGNC:8934]	NA
ENSAPLG00020015610	protein_coding	C1QTNF2	C1q and TNF related 2 [Source:HGNC Symbol;Acc:HGNC:14325]	NA
ENSAPLG00020015611	protein_coding	TNNI1	troponin I1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11945]	NA
ENSAPLG00020015612	protein_coding	PDS5A	PDS5 cohesin associated factor A [Source:NCBI gene;Acc:101792741]	101792741
ENSAPLG00020015613	protein_coding	PDZK1	PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:8821]	NA
ENSAPLG00020015614	protein_coding			NA
ENSAPLG00020015615	protein_coding			NA
ENSAPLG00020015616	protein_coding	FABP6	fatty acid binding protein 6 [Source:HGNC Symbol;Acc:HGNC:3561]	NA
ENSAPLG00020015617	protein_coding	PWWP2A	PWWP domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29406]	NA
ENSAPLG00020015618	protein_coding	TTC1	tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]	NA
ENSAPLG00020015619	protein_coding	ADRA1B	adrenoceptor alpha 1B [Source:NCBI gene;Acc:101800019]	101800019
ENSAPLG00020015620	protein_coding	IL12B	interleukin 12B [Source:HGNC Symbol;Acc:HGNC:5970]	NA
ENSAPLG00020015621	protein_coding	UBE2K	ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]	NA
ENSAPLG00020015622	protein_coding	SMIM14	small integral membrane protein 14 [Source:HGNC Symbol;Acc:HGNC:27321]	NA
ENSAPLG00020015623	lncRNA			NA
ENSAPLG00020015624	protein_coding	UGDH	UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]	NA
ENSAPLG00020015625	protein_coding	LIAS	lipoic acid synthetase [Source:NCBI gene;Acc:101792215]	101792215
ENSAPLG00020015626	protein_coding	TNNT2	troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]	NA
ENSAPLG00020015627	protein_coding	RPL9	ribosomal protein L9 [Source:NCBI gene;Acc:101792016]	101792016
ENSAPLG00020015628	protein_coding			NA
ENSAPLG00020015629	protein_coding	KLB	klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]	NA
ENSAPLG00020015630	protein_coding	PKP1	plakophilin 1 [Source:HGNC Symbol;Acc:HGNC:9023]	NA
ENSAPLG00020015631	pseudogene			NA
ENSAPLG00020015632	protein_coding	TMEM9	transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]	NA
ENSAPLG00020015633	protein_coding			NA
ENSAPLG00020015634	protein_coding	TMEM183A	transmembrane protein 183A [Source:HGNC Symbol;Acc:HGNC:20173]	NA
ENSAPLG00020015635	protein_coding	CHL1	cell adhesion molecule L1 like [Source:HGNC Symbol;Acc:HGNC:1939]	NA
ENSAPLG00020015636	protein_coding	PPFIA4	PTPRF interacting protein alpha 4 [Source:NCBI gene;Acc:101804500]	101804500
ENSAPLG00020015637	protein_coding		Anas platyrhynchos replication factor C subunit 1 (RFC1), mRNA. [Source:RefSeq mRNA;Acc:NM_001310384]	101791622
ENSAPLG00020015638	protein_coding	WDR19	WD repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:18340]	NA
ENSAPLG00020015639	protein_coding	USE1	unconventional SNARE in the ER 1 [Source:NCBI gene;Acc:101796122]	101796122
ENSAPLG00020015640	protein_coding		Anas platyrhynchos myogenin (MYOG), mRNA. [Source:RefSeq mRNA;Acc:NM_001310376]	101799543
ENSAPLG00020015641	protein_coding	ADORA1	adenosine A1 receptor [Source:NCBI gene;Acc:101799728]	101799728
ENSAPLG00020015642	protein_coding	MYBPH	myosin binding protein H [Source:NCBI gene;Acc:101804684]	101804684
ENSAPLG00020015643	protein_coding	KLHL5	kelch like family member 5 [Source:HGNC Symbol;Acc:HGNC:6356]	NA
ENSAPLG00020015644	protein_coding	DENND2D	DENN domain containing 2D [Source:HGNC Symbol;Acc:HGNC:26192]	NA
ENSAPLG00020015645	protein_coding			NA
ENSAPLG00020015646	protein_coding	FAM114A1	family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]	NA
ENSAPLG00020015647	protein_coding	AMDHD1	amidohydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28577]	NA
ENSAPLG00020015648	protein_coding	SNRPF	small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162]	NA
ENSAPLG00020015649	lncRNA			NA
ENSAPLG00020015650	protein_coding			NA
ENSAPLG00020015651	protein_coding	NTN4	netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]	NA
ENSAPLG00020015652	protein_coding			NA
ENSAPLG00020015653	lncRNA			NA
ENSAPLG00020015654	protein_coding			NA
ENSAPLG00020015655	protein_coding	TGFBR2	transforming growth factor beta receptor 2 [Source:NCBI gene;Acc:101794795]	101794795
ENSAPLG00020015656	protein_coding	KLF3	Kruppel like factor 3 [Source:NCBI gene;Acc:101789876]	101789876
ENSAPLG00020015657	protein_coding	MYO9B	myosin IXB [Source:HGNC Symbol;Acc:HGNC:7609]	NA
ENSAPLG00020015658	protein_coding			NA
ENSAPLG00020015659	protein_coding	USP44	ubiquitin specific peptidase 44 [Source:HGNC Symbol;Acc:HGNC:20064]	NA
ENSAPLG00020015660	protein_coding	RBMS3	RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]	NA
ENSAPLG00020015661	pseudogene			NA
ENSAPLG00020015662	protein_coding	TREM2	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	NA
ENSAPLG00020015663	protein_coding			NA
ENSAPLG00020015664	lncRNA			NA
ENSAPLG00020015665	protein_coding			NA
ENSAPLG00020015666	protein_coding	AZI2	5-azacytidine induced 2 [Source:HGNC Symbol;Acc:HGNC:24002]	NA
ENSAPLG00020015667	protein_coding			NA
ENSAPLG00020015668	protein_coding			NA
ENSAPLG00020015669	protein_coding			NA
ENSAPLG00020015670	protein_coding			NA
ENSAPLG00020015671	protein_coding	FOXP4	forkhead box P4 [Source:NCBI gene;Acc:101793163]	101793163
ENSAPLG00020015672	protein_coding	EOMES	eomesodermin [Source:NCBI gene;Acc:101804302]	101804302
ENSAPLG00020015673	protein_coding	SLC4A7	solute carrier family 4 member 7 [Source:NCBI gene;Acc:101804487]	101804487
ENSAPLG00020015674	lncRNA			NA
ENSAPLG00020015675	protein_coding	MDFI	MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967]	NA
ENSAPLG00020015676	protein_coding	TFEB	transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]	NA
ENSAPLG00020015677	protein_coding			NA
ENSAPLG00020015678	protein_coding	PLD1	phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]	NA
ENSAPLG00020015679	protein_coding	NAXE	NAD(P)HX epimerase [Source:NCBI gene;Acc:113839871]	113839871
ENSAPLG00020015680	protein_coding			NA
ENSAPLG00020015681	protein_coding			NA
ENSAPLG00020015682	lncRNA			NA
ENSAPLG00020015683	protein_coding			NA
ENSAPLG00020015684	protein_coding			NA
ENSAPLG00020015685	protein_coding			NA
ENSAPLG00020015686	protein_coding			NA
ENSAPLG00020015687	protein_coding	FRS3	fibroblast growth factor receptor substrate 3 [Source:HGNC Symbol;Acc:HGNC:16970]	NA
ENSAPLG00020015688	protein_coding			NA
ENSAPLG00020015689	protein_coding	NEK10	NIMA related kinase 10 [Source:HGNC Symbol;Acc:HGNC:18592]	NA
ENSAPLG00020015690	lncRNA			NA
ENSAPLG00020015691	lncRNA			NA
ENSAPLG00020015692	protein_coding	LRRC3B	leucine rich repeat containing 3B [Source:NCBI gene;Acc:101794569]	101794569
ENSAPLG00020015693	protein_coding	TOMM6	translocase of outer mitochondrial membrane 6 [Source:HGNC Symbol;Acc:HGNC:34528]	NA
ENSAPLG00020015694	lncRNA			NA
ENSAPLG00020015695	protein_coding	OXSM	3-oxoacyl-ACP synthase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26063]	NA
ENSAPLG00020015696	protein_coding	USP49	ubiquitin specific peptidase 49 [Source:HGNC Symbol;Acc:HGNC:20078]	NA
ENSAPLG00020015697	protein_coding	NGLY1	N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]	NA
ENSAPLG00020015698	protein_coding			NA
ENSAPLG00020015699	protein_coding	MED20	mediator complex subunit 20 [Source:HGNC Symbol;Acc:HGNC:16840]	NA
ENSAPLG00020015700	protein_coding	PIM1	Pim-1 proto-oncogene, serine/threonine kinase [Source:NCBI gene;Acc:101801122]	101801122
ENSAPLG00020015701	protein_coding	BYSL	bystin like [Source:HGNC Symbol;Acc:HGNC:1157]	NA
ENSAPLG00020015702	protein_coding	CCND3	cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585]	NA
ENSAPLG00020015703	protein_coding	TOP2B	DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]	NA
ENSAPLG00020015704	protein_coding	TBC1D22B	TBC1 domain family member 22B [Source:HGNC Symbol;Acc:HGNC:21602]	NA
ENSAPLG00020015705	protein_coding	TAF8	TATA-box binding protein associated factor 8 [Source:HGNC Symbol;Acc:HGNC:17300]	NA
ENSAPLG00020015706	protein_coding			NA
ENSAPLG00020015707	protein_coding	RARB	retinoic acid receptor beta [Source:NCBI gene;Acc:101793182]	101793182
ENSAPLG00020015708	protein_coding	BRPF3	bromodomain and PHD finger containing 3 [Source:HGNC Symbol;Acc:HGNC:14256]	NA
ENSAPLG00020015709	protein_coding	DNAJA4	DnaJ heat shock protein family (Hsp40) member A4 [Source:NCBI gene;Acc:101801226]	101801226
ENSAPLG00020015710	protein_coding	WDR61	WD repeat domain 61 [Source:NCBI gene;Acc:101801412]	101801412
ENSAPLG00020015711	protein_coding	THRB	thyroid hormone receptor beta [Source:HGNC Symbol;Acc:HGNC:11799]	NA
ENSAPLG00020015712	lncRNA			NA
ENSAPLG00020015713	protein_coding			NA
ENSAPLG00020015714	lncRNA			NA
ENSAPLG00020015715	protein_coding	CRABP1	cellular retinoic acid binding protein 1 [Source:NCBI gene;Acc:101795163]	101795163
ENSAPLG00020015716	protein_coding	IREB2	iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115]	NA
ENSAPLG00020015717	protein_coding	NR1D2	nuclear receptor subfamily 1 group D member 2 [Source:HGNC Symbol;Acc:HGNC:7963]	NA
ENSAPLG00020015718	protein_coding	PSMA4	proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]	NA
ENSAPLG00020015719	protein_coding	MAPK13	mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]	NA
ENSAPLG00020015720	protein_coding	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit [Source:HGNC Symbol;Acc:HGNC:1959]	NA
ENSAPLG00020015721	protein_coding	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit [Source:HGNC Symbol;Acc:HGNC:1957]	NA
ENSAPLG00020015722	protein_coding	PGM2	phosphoglucomutase 2 [Source:NCBI gene;Acc:101791560]	101791560
ENSAPLG00020015723	protein_coding	RPL15	ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]	NA
ENSAPLG00020015724	protein_coding	MAPK14	mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876]	NA
ENSAPLG00020015725	protein_coding	CHRNB4	cholinergic receptor nicotinic beta 4 subunit [Source:HGNC Symbol;Acc:HGNC:1964]	NA
ENSAPLG00020015726	protein_coding	RELL1	RELT like 1 [Source:NCBI gene;Acc:101791757]	101791757
ENSAPLG00020015727	protein_coding	NKIRAS1	NFKB inhibitor interacting Ras like 1 [Source:HGNC Symbol;Acc:HGNC:17899]	NA
ENSAPLG00020015728	protein_coding	UBE2Q2	ubiquitin conjugating enzyme E2 Q2 [Source:NCBI gene;Acc:101794567]	101794567
ENSAPLG00020015729	protein_coding	C4orf19	chromosome 4 C4orf19 homolog [Source:NCBI gene;Acc:101796779]	101796779
ENSAPLG00020015730	protein_coding	UBE2E2	ubiquitin conjugating enzyme E2 E2 [Source:NCBI gene;Acc:101794899]	101791191
ENSAPLG00020015730	protein_coding	UBE2E2	ubiquitin conjugating enzyme E2 E2 [Source:NCBI gene;Acc:101794899]	101794899
ENSAPLG00020015731	protein_coding	NWD2	NACHT and WD repeat domain containing 2 [Source:NCBI gene;Acc:101796917]	101796917
ENSAPLG00020015732	protein_coding	FBXO22	F-box protein 22 [Source:HGNC Symbol;Acc:HGNC:13593]	NA
ENSAPLG00020015733	protein_coding	SLC26A8	solute carrier family 26 member 8 [Source:HGNC Symbol;Acc:HGNC:14468]	NA
ENSAPLG00020015734	protein_coding	NRG4	neuregulin 4 [Source:HGNC Symbol;Acc:HGNC:29862]	NA
ENSAPLG00020015735	protein_coding	DTHD1	death domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37261]	NA
ENSAPLG00020015736	lncRNA			NA
ENSAPLG00020015737	lncRNA			NA
ENSAPLG00020015738	protein_coding	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:NCBI gene;Acc:101794650]	101794650
ENSAPLG00020015739	protein_coding	TMEM266	transmembrane protein 266 [Source:HGNC Symbol;Acc:HGNC:26763]	NA
ENSAPLG00020015740	protein_coding	ZNF385D	zinc finger protein 385D [Source:HGNC Symbol;Acc:HGNC:26191]	NA
ENSAPLG00020015741	protein_coding	SRPK1	SRSF protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:11305]	NA
ENSAPLG00020015742	protein_coding	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]	NA
ENSAPLG00020015743	protein_coding		electron transfer flavoprotein subunit alpha [Source:NCBI gene;Acc:101794218]	101794218
ENSAPLG00020015744	protein_coding	SGO1	shugoshin 1 [Source:NCBI gene;Acc:101805237]	101805237
ENSAPLG00020015745	protein_coding	SIK3	SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165]	NA
