ensembl_transcript_id	transcript_biotype	hgnc_symbol	description	entrezgene_id
ENSAPLT00020021016	protein_coding	SLC10A4	solute carrier family 10 member 4 [Source:NCBI gene;Acc:101792034]	101792034
ENSAPLT00020021017	protein_coding	AMZ1	archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:22231]	NA
ENSAPLT00020021018	protein_coding	APBA2	amyloid beta precursor protein binding family A member 2 [Source:NCBI gene;Acc:101790882]	101790882
ENSAPLT00020021019	protein_coding			NA
ENSAPLT00020021020	protein_coding	SLAIN2	SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]	NA
ENSAPLT00020021021	protein_coding			NA
ENSAPLT00020021022	protein_coding	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]	NA
ENSAPLT00020021023	protein_coding	SLAIN2	SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]	NA
ENSAPLT00020021024	protein_coding	SLAIN2	SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]	NA
ENSAPLT00020021025	protein_coding	MCEE	methylmalonyl-CoA epimerase [Source:HGNC Symbol;Acc:HGNC:16732]	NA
ENSAPLT00020021026	protein_coding			NA
ENSAPLT00020021027	protein_coding			NA
ENSAPLT00020021028	protein_coding	TEC	tec protein tyrosine kinase [Source:NCBI gene;Acc:101800657]	101800657
ENSAPLT00020021029	protein_coding	ARHGEF11	Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]	NA
ENSAPLT00020021030	protein_coding	TTYH3	tweety family member 3 [Source:NCBI gene;Acc:101805204]	101805204
ENSAPLT00020021031	protein_coding	ST18	ST18 C2H2C-type zinc finger transcription factor [Source:HGNC Symbol;Acc:HGNC:18695]	NA
ENSAPLT00020021032	protein_coding	TXK	tyrosine-protein kinase TXK [Source:NCBI gene;Acc:101800842]	101800842
ENSAPLT00020021034	protein_coding	ST18	ST18 C2H2C-type zinc finger transcription factor [Source:HGNC Symbol;Acc:HGNC:18695]	NA
ENSAPLT00020021035	protein_coding	TTYH3	tweety family member 3 [Source:NCBI gene;Acc:101805204]	101805204
ENSAPLT00020021036	lncRNA			NA
ENSAPLT00020021037	protein_coding	NIPAL1	NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]	NA
ENSAPLT00020021040	protein_coding	ALKAL1	ALK and LTK ligand 1 [Source:HGNC Symbol;Acc:HGNC:33775]	NA
ENSAPLT00020021041	protein_coding	CNGA1	cyclic nucleotide gated channel subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:2148]	NA
ENSAPLT00020021044	protein_coding	PCDHAC2	protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]	NA
ENSAPLT00020021045	protein_coding	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]	NA
ENSAPLT00020021046	protein_coding	UCHL3	ubiquitin C-terminal hydrolase L3 [Source:NCBI gene;Acc:101793188]	101793188
ENSAPLT00020021047	protein_coding	GRIFIN	galectin-related inter-fiber protein [Source:HGNC Symbol;Acc:HGNC:4577]	NA
ENSAPLT00020021049	protein_coding			NA
ENSAPLT00020021050	protein_coding		COMM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24015]	NA
ENSAPLT00020021051	protein_coding	CHST12	carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423]	NA
ENSAPLT00020021052	protein_coding			NA
ENSAPLT00020021053	protein_coding			NA
ENSAPLT00020021054	protein_coding			NA
ENSAPLT00020021055	protein_coding	EIF3B	eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]	NA
ENSAPLT00020021056	protein_coding			NA
ENSAPLT00020021058	protein_coding			NA
ENSAPLT00020021059	protein_coding			NA
ENSAPLT00020021061	lncRNA			NA
ENSAPLT00020021062	protein_coding	SNX8	sorting nexin 8 [Source:NCBI gene;Acc:101796168]	101796168
ENSAPLT00020021063	pseudogene			NA
ENSAPLT00020021064	protein_coding	NFXL1	nuclear transcription factor, X-box binding like 1 [Source:HGNC Symbol;Acc:HGNC:18726]	NA
ENSAPLT00020021065	protein_coding	SNX8	sorting nexin 8 [Source:NCBI gene;Acc:101796168]	101796168
ENSAPLT00020021066	protein_coding	NFXL1	nuclear transcription factor, X-box binding like 1 [Source:HGNC Symbol;Acc:HGNC:18726]	NA
ENSAPLT00020021067	protein_coding			NA
ENSAPLT00020021068	protein_coding	IL17RA	interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]	NA
ENSAPLT00020021070	protein_coding			NA
ENSAPLT00020021071	lncRNA			NA
ENSAPLT00020021072	protein_coding	PTPN2	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]	NA
ENSAPLT00020021073	protein_coding	TMEM121B	transmembrane protein 121B [Source:HGNC Symbol;Acc:HGNC:1844]	NA
ENSAPLT00020021074	protein_coding			NA
ENSAPLT00020021075	protein_coding	PTPN2	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]	NA
ENSAPLT00020021077	protein_coding	HDHD5	haloacid dehalogenase like hydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:1843]	NA
ENSAPLT00020021078	protein_coding	TBC1D4	TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]	NA
ENSAPLT00020021079	protein_coding	HDHD5	haloacid dehalogenase like hydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:1843]	NA
ENSAPLT00020021080	protein_coding	TBC1D4	TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]	NA
ENSAPLT00020021081	protein_coding	TBC1D4	TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]	NA
ENSAPLT00020021082	protein_coding	ADA2	adenosine deaminase 2 [Source:HGNC Symbol;Acc:HGNC:1839]	NA
ENSAPLT00020021083	protein_coding	KLF12	Kruppel like factor 12 [Source:NCBI gene;Acc:101792286]	101792286
ENSAPLT00020021084	protein_coding	KLF5	Kruppel like factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]	NA
ENSAPLT00020021085	protein_coding			NA
ENSAPLT00020021086	pseudogene			NA
ENSAPLT00020021087	protein_coding	PIBF1	progesterone immunomodulatory binding factor 1 [Source:NCBI gene;Acc:110351195]	110351195
ENSAPLT00020021088	protein_coding	PCDHAC2	protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]	NA
ENSAPLT00020021089	protein_coding			NA
ENSAPLT00020021090	protein_coding	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]	NA
ENSAPLT00020021091	protein_coding	CLASP1	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]	NA
ENSAPLT00020021092	protein_coding	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]	NA
ENSAPLT00020021093	protein_coding	BCL2L13	BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]	NA
ENSAPLT00020021094	protein_coding	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]	NA
ENSAPLT00020021095	protein_coding		BH3 interacting domain death agonist [Source:NCBI gene;Acc:101805365]	101805365
ENSAPLT00020021096	protein_coding	CLASP1	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]	NA
ENSAPLT00020021098	snRNA			NA
ENSAPLT00020021099	protein_coding	BORA	BORA aurora kinase A activator [Source:HGNC Symbol;Acc:HGNC:24724]	NA
ENSAPLT00020021100	protein_coding	MZT1	mitotic spindle organizing protein 1 [Source:NCBI gene;Acc:101805458]	101805458
ENSAPLT00020021101	protein_coding	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]	NA
ENSAPLT00020021102	protein_coding	DACH1	dachshund family transcription factor 1 [Source:NCBI gene;Acc:101789475]	101789475
ENSAPLT00020021103	protein_coding	DACH1	dachshund family transcription factor 1 [Source:NCBI gene;Acc:101789475]	101789475
ENSAPLT00020021104	protein_coding			NA
ENSAPLT00020021105	protein_coding	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]	NA
ENSAPLT00020021106	protein_coding	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	NA
ENSAPLT00020021107	protein_coding	KLHL1	kelch like family member 1 [Source:NCBI gene;Acc:101803403]	101803403
ENSAPLT00020021108	protein_coding	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	NA
ENSAPLT00020021109	protein_coding	PLXNB1	plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103]	NA
ENSAPLT00020021112	protein_coding			NA
ENSAPLT00020021113	protein_coding		protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]	NA
ENSAPLT00020021114	protein_coding	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]	NA
ENSAPLT00020021115	lncRNA			NA
ENSAPLT00020021116	protein_coding	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]	NA
ENSAPLT00020021117	protein_coding			NA
ENSAPLT00020021118	protein_coding	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]	NA
ENSAPLT00020021119	pseudogene			NA
ENSAPLT00020021120	protein_coding	PCDHAC2	protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]	NA
ENSAPLT00020021121	protein_coding			NA
ENSAPLT00020021122	protein_coding	STK17B	serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396]	NA
ENSAPLT00020021123	protein_coding	STK17B	serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396]	NA
ENSAPLT00020021124	protein_coding	TDRD3	tudor domain containing 3 [Source:NCBI gene;Acc:101792558]	101792558
ENSAPLT00020021125	protein_coding	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]	NA
ENSAPLT00020021126	protein_coding	TFCP2L1	transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]	NA
ENSAPLT00020021127	protein_coding	TFCP2L1	transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]	NA
ENSAPLT00020021128	protein_coding	TFCP2L1	transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]	NA
ENSAPLT00020021129	protein_coding	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	NA
ENSAPLT00020021130	protein_coding	TFCP2L1	transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]	NA
ENSAPLT00020021131	protein_coding			NA
ENSAPLT00020021132	protein_coding	INHBB	inhibin subunit beta B [Source:NCBI gene;Acc:101800492]	101800492
ENSAPLT00020021133	protein_coding	PEX26	peroxisomal biogenesis factor 26 [Source:HGNC Symbol;Acc:HGNC:22965]	NA
ENSAPLT00020021135	protein_coding	RALB	RAS like proto-oncogene B [Source:NCBI gene;Acc:101804929]	101804929
ENSAPLT00020021136	protein_coding			NA
ENSAPLT00020021137	protein_coding		tubulin alpha 8 [Source:HGNC Symbol;Acc:HGNC:12410]	NA
ENSAPLT00020021138	lncRNA			NA
ENSAPLT00020021139	protein_coding	TUBA8	tubulin alpha 8 [Source:HGNC Symbol;Acc:HGNC:12410]	NA
ENSAPLT00020021140	protein_coding	EPB41L5	erythrocyte membrane protein band 4.1 like 5 [Source:HGNC Symbol;Acc:HGNC:19819]	NA
ENSAPLT00020021141	protein_coding		ubiquitin specific peptidase 18 [Source:NCBI gene;Acc:101803806]	101803806
ENSAPLT00020021142	protein_coding	PTPN4	protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]	NA
ENSAPLT00020021144	protein_coding	TMEM177	transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143]	NA
ENSAPLT00020021145	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	101803476
ENSAPLT00020021145	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	113839620
ENSAPLT00020021146	protein_coding	PLXNB1	plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103]	NA
ENSAPLT00020021147	protein_coding	MRAS	muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]	NA
ENSAPLT00020021148	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	101803476
ENSAPLT00020021148	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	113839620
ENSAPLT00020021149	protein_coding	PCDHAC2	protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]	NA
ENSAPLT00020021150	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	101803476
ENSAPLT00020021150	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	113839620
ENSAPLT00020021152	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	101803476
ENSAPLT00020021152	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	113839620
ENSAPLT00020021153	protein_coding	CNTNAP5	contactin associated protein family member 5 [Source:HGNC Symbol;Acc:HGNC:18748]	NA
ENSAPLT00020021155	protein_coding	TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	NA
ENSAPLT00020021157	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	101803476
ENSAPLT00020021157	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	113839620
ENSAPLT00020021158	protein_coding	TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	NA
ENSAPLT00020021160	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	101803476
ENSAPLT00020021160	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	113839620
ENSAPLT00020021162	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	101803476
ENSAPLT00020021162	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	113839620
ENSAPLT00020021164	protein_coding	GYPC	glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:HGNC:4704]	NA
ENSAPLT00020021165	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	101803476
ENSAPLT00020021165	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	113839620
ENSAPLT00020021166	protein_coding	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]	NA
ENSAPLT00020021167	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	101803476
ENSAPLT00020021167	protein_coding		aldose reductase-like [Source:NCBI gene;Acc:113839620]	113839620
ENSAPLT00020021168	protein_coding	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]	NA
ENSAPLT00020021169	protein_coding	BPGM	bisphosphoglycerate mutase [Source:NCBI gene;Acc:101803151]	101803151
ENSAPLT00020021170	protein_coding	CALD1	caldesmon 1 [Source:NCBI gene;Acc:101804696]	101804696
ENSAPLT00020021171	protein_coding	PCDHAC2	protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]	NA
ENSAPLT00020021172	protein_coding	CALD1	caldesmon 1 [Source:NCBI gene;Acc:101804696]	101804696
ENSAPLT00020021173	protein_coding			NA
ENSAPLT00020021174	protein_coding	CALD1	caldesmon 1 [Source:NCBI gene;Acc:101804696]	101804696
ENSAPLT00020021175	protein_coding			NA
ENSAPLT00020021177	protein_coding	SMKR1	small lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:43561]	NA
ENSAPLT00020021178	protein_coding		aldo-keto reductase family 1 member B10 [Source:NCBI gene;Acc:101804508]	101804508
ENSAPLT00020021179	protein_coding			NA
ENSAPLT00020021180	protein_coding	RERG	RAS like estrogen regulated growth inhibitor [Source:NCBI gene;Acc:101804198]	101804198
ENSAPLT00020021182	protein_coding	TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	NA
ENSAPLT00020021183	protein_coding	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	NA
ENSAPLT00020021184	protein_coding			NA
ENSAPLT00020021185	protein_coding	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	NA
ENSAPLT00020021186	protein_coding			NA
ENSAPLT00020021187	protein_coding	BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	NA
ENSAPLT00020021188	protein_coding	BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	NA
ENSAPLT00020021190	protein_coding	BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	NA
ENSAPLT00020021191	protein_coding	TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	NA
ENSAPLT00020021192	protein_coding	BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	NA
ENSAPLT00020021193	protein_coding	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	NA
ENSAPLT00020021194	protein_coding			NA
ENSAPLT00020021195	protein_coding	PSMG2	proteasome assembly chaperone 2 [Source:HGNC Symbol;Acc:HGNC:24929]	NA
ENSAPLT00020021196	protein_coding	PSMG2	proteasome assembly chaperone 2 [Source:HGNC Symbol;Acc:HGNC:24929]	NA
ENSAPLT00020021197	protein_coding	BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	NA
ENSAPLT00020021198	protein_coding	BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	NA
ENSAPLT00020021199	protein_coding	BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	NA
ENSAPLT00020021200	protein_coding	BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	NA
ENSAPLT00020021201	protein_coding	TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	NA
ENSAPLT00020021202	protein_coding	CYP27C1	cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480]	NA
ENSAPLT00020021204	protein_coding	PSMG2	proteasome assembly chaperone 2 [Source:HGNC Symbol;Acc:HGNC:24929]	NA
ENSAPLT00020021205	protein_coding	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3435]	NA
ENSAPLT00020021207	protein_coding	TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	NA
ENSAPLT00020021208	protein_coding	PLXNB1	plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103]	NA
ENSAPLT00020021209	protein_coding	TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	NA
ENSAPLT00020021210	protein_coding			NA
ENSAPLT00020021211	protein_coding	CEP76	centrosomal protein 76 [Source:NCBI gene;Acc:101804867]	101804867
ENSAPLT00020021212	protein_coding	PCDHAC2	protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]	NA
ENSAPLT00020021213	protein_coding	SPIRE1	spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622]	NA
ENSAPLT00020021214	protein_coding	TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	NA
ENSAPLT00020021216	protein_coding	PRELID3A	PRELI domain containing 3A [Source:NCBI gene;Acc:101805054]	101805054
ENSAPLT00020021217	protein_coding	THSD7B	thrombospondin type 1 domain containing 7B [Source:HGNC Symbol;Acc:HGNC:29348]	NA
ENSAPLT00020021219	protein_coding	CXCR4	C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]	NA
ENSAPLT00020021220	protein_coding	DIAPH3	diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]	NA
ENSAPLT00020021221	protein_coding	DARS1	aspartyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101800249]	101800249
ENSAPLT00020021222	protein_coding			NA
ENSAPLT00020021223	lncRNA			NA
ENSAPLT00020021224	lncRNA			NA
ENSAPLT00020021225	protein_coding			NA
ENSAPLT00020021226	protein_coding	AFG3L2	AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]	NA
ENSAPLT00020021227	protein_coding	MCM6	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]	NA
ENSAPLT00020021228	protein_coding	AFG3L2	AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]	NA
ENSAPLT00020021229	protein_coding	AFG3L2	AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]	NA
ENSAPLT00020021231	protein_coding			NA
ENSAPLT00020021232	protein_coding	DIAPH3	diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]	NA
ENSAPLT00020021233	protein_coding			NA
ENSAPLT00020021234	protein_coding	ATF1	activating transcription factor 1 [Source:NCBI gene;Acc:101797661]	101797661
ENSAPLT00020021235	protein_coding	TUBB6	tubulin beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]	NA
ENSAPLT00020021236	protein_coding	TUBB6	tubulin beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]	NA
ENSAPLT00020021237	protein_coding	DIAPH3	diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]	NA
ENSAPLT00020021238	protein_coding	CIDEA	cell death inducing DFFA like effector a [Source:HGNC Symbol;Acc:HGNC:1976]	NA
ENSAPLT00020021239	protein_coding	DIAPH3	diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]	NA
ENSAPLT00020021240	protein_coding			NA
ENSAPLT00020021242	protein_coding			NA
ENSAPLT00020021243	protein_coding			NA
ENSAPLT00020021244	protein_coding			NA
ENSAPLT00020021245	protein_coding			NA
ENSAPLT00020021246	protein_coding	DIAPH3	diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]	NA
ENSAPLT00020021247	protein_coding	IMPA2	inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]	NA
ENSAPLT00020021248	protein_coding	DIAPH3	diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]	NA
ENSAPLT00020021249	protein_coding		methyltransferase-like protein 7A [Source:NCBI gene;Acc:110353396]	110353396
ENSAPLT00020021250	protein_coding			NA
ENSAPLT00020021251	protein_coding			NA
ENSAPLT00020021253	protein_coding	MPPE1	metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988]	NA
ENSAPLT00020021254	protein_coding	PCDH17	protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]	NA
ENSAPLT00020021255	protein_coding	PCDH17	protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]	NA
ENSAPLT00020021256	protein_coding	GNAL	G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388]	NA
ENSAPLT00020021257	protein_coding	PCDH17	protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]	NA
